YEAR,BRANCH,TENTH,TWELVETH,BE BRANCH,BE_AGG,COMPANY PLCD,STIPEND
2012,DD,NaN,NaN,IT,61.88,"GroupT, Belgium",NaN
2012,DD,78.8,73.6,IT,62.22,"LU, UK",NaN
2012,DD,85,71.4,IT,7.1,"GroupT, Belgium",NaN
2012,DD,86,60,ISE,61,"LU, UK",NaN
2012,DD,87,86,CSE,88.5,"LU, UK",NaN
2012,DD,64.4,60.3,ECE,59.94,"LU, UK",NaN
2012,DD,81.9,80 (Diploma),ECE,67.1,"LU, UK",NaN
2012,DD,94.08,81.5,ECE,62.375,"LU, UK",NaN
2012,DD,52.64,59.8,ECE,54.8,"LU, UK",NaN
2012,DD,64.8,66.7,ECE,58.95,"LU, UK",NaN
2012,DD,86.24,71,ECE,55.6,"LU, UK",NaN
2012,DD,80.5,78.6,ECE,NaN,"LU, UK",NaN
2012,ES,83.33,92.4,ECE,79.01,"Emulex (June 17, 2013)",NaN
2012,ES,79.9,86.4,ECE,63.1,"Intel, Bangalore",NaN
2012,ES,80.16,60.3,Medical ECE,62.83,"Intel, Bangalore",NaN
2012,ES,87.84,72,ECE,67.91,"Appiness interactive Pvt. Ltd, Bangalore",NaN
2012,ES,75.4,66.4,ECE,67.88,"ISEoft, Mangalore",NaN
2012,ES,91.68,76.16,ECE,71.34,APCOGS,NaN
2012,ES,78.34,84.16,ECE,71.1,"Vigyan Labs (June 17, 2013)",NaN
2012,ES,88.64,73.33,ECE,57.21,APCOGS,NaN
2012,ES,80.4,77.5,ETC,68.6,Infineon,NaN
2012,ES,63.2,74.5,ECE,68.81,NXP Semiconductors,NaN
2012,ES,83.8,84.66,ISE,8.56,"Philips Innovation, Bangalore",NaN
2012,ES,83.52,65.6,ECE,68.79,"APCOGS (Not Joining) / DRDO, Bangalore",NaN
2012,ES,79.5,58.6,CSE,69.8,Citrix,NaN
2012,ES,70,58.16,ECE,60.09,"ISEoft, Mangalore",NaN
2012,ES,84.26,78.88 (DIPLOMA),ETC,67.33,GE Healthcare,NaN
2012,ES,78.86,69.84,ECE,62.32,"Symphony Teleca (July 10, 2013)",NaN
2012,ES,86.4,73,ECE,8.61,"Intel, Bangalore",NaN
2012,ES,68.16,64.5,CSE,57.67,APCOGS,NaN
2012,ES,78.86,73,ECE,61.35,"Symphony Teleca (July 10, 2013)",NaN
2012,ES,89.12,81,EEE,67.73,"Microchip, Bangalore",NaN
2012,ES,67.2,78.2,ECE,60.58,NXP Semiconductors,NaN
2012,ES,46.72,75.9 (DIPLOMA),ECE,61.24,"ISEoft, Mangalore",NaN
2012,ES,70.33,85.4,ECE,60.43,APCOGS,NaN
2012,ES,80,52,ETC,56.12,"Anr Electronixs, Bangalore",NaN
2012,ES,89.92,81.33,EEE,67.72,Infineon,NaN
2012,ES,80.1,76.4,CSE,65.47,Citrix,NaN
2012,ES,85.96,57.16,CSE,75.8,"Mount Abu (July 1, 2013)",NaN
2012,ES,72,62,ISE,72,"ISEoft, Mangalore",NaN
2012,ES,63.71,52.4,ISE,64.9,"ISEoft, Mangalore",NaN
2012,ES,72.64,68.33,ECE,60,NaN,NaN
2012,ES,86,64,CSE,56,"ST MicroECE, Noida (June 14, 2013)",NaN
2012,ES,84,94.2,ECE,82.83,"ST MicroECE, Noida (June 14, 2013)",NaN
2012,ES,81.44,54.33,ECE,60.75,"TATA POWER SED, BANAGLORE",NaN
2012,ES,89.33,86,ECE,80,"ST MicroECE, Noida (June 14, 2013)",NaN
2012,ES,85.92,83.33,ECE,77.89,"Tenet, Bangalore",NaN
2012,ES,88,73.8,CSE,65,"Traana Technologies, Bangalore",NaN
2012,ES,68.5,68.4,ECE,59.4,"TechMahindra, Bangalore",NaN
2012,ES,76.93,77.28 (DIPLOMA),ECE,70.32,GE Healthcare,NaN
2012,ES,64,72.4,ECE,70.06,"METI, Mysore (July 1, 2013)",NaN
2012,ES,85,80,ECE,63.77,"ISEoft, Mangalore",NaN
2012,ES,83.68,67.5,EEE,68.62,"SM Silicon, Hyd",NaN
2012,ES,78.72,72.54,ECE,61.37,"Tenet, Bangalore",NaN
2012,ES,83.57,77.8,IT,7.21,"IBM (July 15, 2013)",NaN
2012,ES,78,74,ISE,65,"Raylogix, Bangalore",NaN
2012,ES,62.5,71.9,CSE,57.64,"METI, Mysore (July 1, 2013)",NaN
2012,ES,90.08,74.67,IT,68.27,APCOGS,NaN
2012,ES,67.36,52.16,CSE,62,APCOGS,NaN
2012,ES,65.12,69.8 (Diploma),ECE,65.6,"Serge Technology, Bangalore",NaN
2012,ES,76,58,ISE,67,KPIT,NaN
2012,ES,77.2,70,ECE,62.68,"Silvan Innovation Labs Pvt Limited, Bangalore",NaN
2012,ES,75.5,72.7,ECE,62.41,"REIEgn Technology, Bangalore",NaN
2012,ES,77,52.4,CSE,62.9,Lantiq,NaN
2012,ES,89.16,84.3,ECE,8.71,"EasyArm, Bangalore",NaN
2012,ES,60.5,65,CSE,62,NaN,NaN
2012,ES,58.08,56,ISE,6.89,"ISEoft, Mangalore",NaN
2012,ES,90,67.2,ISE,60,"Tonse, Manipal",NaN
2012,ES,85.12,55.66,ISE,60,NaN,NaN
2012,ES,84.8,79.83,ECE,56.56,Off Campus,NaN
2012,ES,75.4,86.7,CSE,78.13,Infineon,NaN
2012,ES,60,64.6,CSE,6.9,"ST MicroECE, Noida (June 14, 2013)",NaN
2012,ES,78,71,ECE,7.4,NaN,NaN
2012,ES,91,66.83,EEE,71,"Ericsson (July 15, 2013)",NaN
2012,ES,88.88,93.5,ECE,75.61,"Intel, Bangalore",NaN
2012,ES,86.6,89.5,ECE,68.41,"Dataway, Bangalore",NaN
2012,ES,63.66,52,EEE,52,"SLN Technology, Bangalore",NaN
2012,ES,58.6,51,ECE,8.21,"Philips Innovation, Bangalore",NaN
2012,ES,76.5,79.5,ECE,60.63,"APCOGS (June 10, 2013)",NaN
2012,ES,84.53,74.3 (DIPLOMA),Mechatronics,7.02,"AGV Systems, Mumbai",NaN
2012,ES,52,65,ECE,5.5,NaN,NaN
2012,ES,70.71,64.83,ECE,58.11,"Mount Abu (July 1, 2013)",NaN
2012,ES,62,64,ECE,56,"Axxonet/ cegonsoft, Bangalore",NaN
2012,ES,72.6,62.16,ECE,59,"BrISEa (July 1, 2013)",NaN
2012,ES,75.2,56.6,EEE,61.6,"Altair, Bangalore",NaN
2012,ES,80.2,70.6,ECE,7.55,BoP,NaN
2012,ES,61,55.2,ECE,70,"ISEoft, Mangalore",NaN
2012,ES,68.6,51,ECE,57,NaN,NaN
2012,ES,74.88,62,ECE,53.72,"Philips Innovation, Bangalore",NaN
2012,ES,71.4,67.3,Medical ECE,71.3,"ITIE, Bangalore",NaN
2012,ES,77.92,66.66,ECE,57.91,NaN,NaN
2012,ES,61.12,63.67,ECE,57.91,"MDN, Manipal",NaN
2012,ES,88.96,74.16,ECE,68.5,"ST MicroECE, Noida (June 14, 2013)",NaN
2012,ES,82.83,91,ETC,68.41,"Emulex (June 17, 2013)",NaN
2012,ES,82,72,ECE,8.17,"BrISEa (July 1, 2013)",NaN
2012,ES,85,74,ECE,53.6,APCOGS,NaN
2012,ES,64.48,51.3,TCE,52.4,NaN,NaN
2012,ES,76,77.4,ECE,57.9,"Tech Mahindra, Hyd",NaN
2012,ES,74,49,CSE,57,"BoavISEta business solutions, Bangalore",NaN
2012,ES,71.84,69.33,TCE,68.7,NaN,NaN
2012,ES,71.3,78.09 (DIPLOMA),ECE,61.25,"GE, Bangalore",NaN
2012,ES,82.24,74.47 (DIPLOMA),ECE,60.8,KPIT,NaN
2012,ES,78.4,84.3,ECE,71.65,APCOGS,NaN
2012,ES,82.8,53.33,ECE,64.05,"Angel Attack systems, Bangalore",NaN
2012,ES,69,63,ETC,65.8,Course DISEcountined,NaN
2012,ES,73.76,59.66,CSE,60.66,"SirISE IT ServISE, Bangalore",NaN
2012,ES,75.52,77.5,CSE,67.82,"Muthunga Technolies, Bangalore",NaN
2012,ES,89.9,77,ECE,76,"IISEc, Bangalore",NaN
2012,EWT,81.8,78,ETC,58.69,APCOGS,NaN
2012,EWT,77.6,61.1,ECE,54,"ISEoft, Mangalore",NaN
2012,EWT,61.2,69,ECE,56,enterpeneural,NaN
2012,EWT,89.66,76.83,ECE,60.54,"APCOGS (June 10, 2013)",NaN
2012,EWT,67.2,61,ECE,61.56,"Matri Tech, Hyd offered and denied",NaN
2012,EWT,49.8,63.3,ECE,56.33,APCOGS,NaN
2012,ITM,90.08,89.33,ISE,82.04,"Oracle (June 1, 2013 to May 31, 2014)",NaN
2012,ITM,80.8,56.33,ISE,60.29,"Slutura Solutions, Bangalore",NaN
2012,ITM,84,59,ISE,54,"Joshi, SOISE",NaN
2012,ITM,89.44,58,CSE,62.27,"Matri Tech, Hyd offered and denied",NaN
2012,MS,92.64,90.33,Medical ECE,9.27,"Philips Innovation, Bangalore",NaN
2012,MS,72.16,48.83,ECE,51.45,NaN,NaN
2012,MS,74.72,81.66,BME,77.74,"Volmo, ",NaN
2012,MS,58,66.33,Medical ECE,8.43,"Philips Innovation, Bangalore",NaN
2012,MS,83.36,73.66,BME,67.26,"Philips Innovation, Bangalore",NaN
2012,MS,83.68,61.83,CSE,56.3,"Philips Innovation, Bangalore (July 1, 2013)",NaN
2012,MS,69.7,64.8,Medical ECE,58.45,"Philips Innovation, Bangalore",NaN
2012,MS,88.43,67.23,ECE,63.64,SAP Labs,NaN
2012,MS,50.1,60,BME,60,NaN,NaN
2012,MS,89.28,79.4,CSE,64.48,"HANDSREL (June 17, 2013)",NaN
2012,MS,78.2,68.2,BME,65.2,"Philips Innovation, Bangalore",NaN
2012,MS,72,51.16,ISE,60.06,"Philips Innovation, Bangalore",NaN
2012,MS,79.6,80.5,BME,79.5,"Philips Innovation, Bangalore",NaN
2012,MS,76.32,67.01,ECE,58.2,"ISEoft, Mangalore",NaN
2012,MS,80.64,61,CSE,62.02,"Philips Innovation, Bangalore",NaN
2012,MS,81.8,87.4,BME,69.8,"Intel, Bangalore",NaN
2012,MS,81.76,63.33,ECE,58.26,KPIT,NaN
2012,MS,64,(DIP) 62,ECE,60,"ISEoft, Mangalore",NaN
2012,MS,84,75.2,Medical ECE,70.13,University of Pennsylvania,NaN
2012,MS,68,70,Medical ECE,8.03,"Religare Heathfore Tech, Bangalore",NaN
2012,MS,89,85,ISE,71.08,"HANDSREL (June 17, 2013)",NaN
2012,MS,75,58,CSE,7.4,"Philips Innovation, Bangalore",NaN
2012,VIR,60,50,(B.Sc/MCA),NaN,"ISEoft, Mangalore",NaN
2012,VIR,72.16,69.83,ISE,58.81,"Volmo, June 24, 2013",NaN
2012,VIR,78,72,CSE,7.71,"Ericsson (July 15, 2013)",NaN
2012,VIR,86.33,84.6,IT,72.43,Bosch,NaN
2012,VIR,70,64,CSE,57.25,"Altair, Bangalore",NaN
2012,VIR,70.33,78.5,CSE,61.03,"ISEoft, Mangalore",NaN
2012,VIR,88.29,59.6,ISE,59.25,"Glopore IMS, Bangalore (June 24, 2013) ",NaN
2012,VLSI,82.5,92,ECE,81.17,"ST MicroECE (Noida, June 14, 2013)",NaN
2012,VLSI,78.33,75.6,ECE,7.32,Freescale,NaN
2012,VLSI,85,88,ECE,70.6,"IIT, Bombay",NaN
2012,VLSI,78.1,87.7,ECE,73.2,NXP Semiconductors,NaN
2012,VLSI,81.17,74.8,ETC,57.9,LSI Tech,NaN
2012,VLSI,81.76,83.83,EEE,8.58,"ST MicroECE, (Hyd June 14, 2013)",NaN
2012,VLSI,82.5,93.7,ECE,76.62,Tech Vulcan,NaN
2012,VLSI,89.9,96.7,ECE,73.87,"LSI Tech (July 17, 2013)",NaN
2012,VLSI,72.5,84,ECE,66.33,"Cognitive Design Technology, Bangalore",NaN
2012,VLSI,86.53,66.33,ETC,58,"Tejas Networks, Bangalore",NaN
2012,VLSI,78.93,60.22,ECE,7.41,"SPEL Semiconductor, Chennai",NaN
2012,VLSI,83,85,ECE,67.27,"SPEL Semiconductor, Chennai",NaN
2012,VLSI,87.2,83.16,INST,77.57,"Synopsys (June 17, 2013)",NaN
2012,VLSI,85.76,78.33,ECE,8.46,"Synopsys (June 17, 2013)",NaN
2012,VLSI,79.8,77.8,ECE,75.1,Freescale,NaN
2012,VLSI,78.8,93.2,ECE,55.27,"SPEL Semiconductor, Chennai",NaN
2012,VLSI,85,89.4,ECE,6.54,"Squid Design System, Hyd",NaN
2012,VLSI,84.2,78.2,ECE,75.32,"Microchip, Bangalore",NaN
2012,VLSI,74.56,71.83,ECE,76.2,"LSI Tech (July 17, 2013)",NaN
2012,VLSI,82.83,90.9,ECE,75.44,"DLRL, AndraPradesh",NaN
2012,VLSI,75.66,84.8,ECE,71.5,"CVC, Bangalore",NaN
2012,VLSI,88.8,84.8,ECE,8.61,Tech Vulcan (ST MicroECE),NaN
2012,VLSI,81.76,79.33,ECE,72.83,"BEL, Bangalore",NaN
2012,VLSI,76,65.83,NaN,69.41,"MDN, Manipal",NaN
2012,VLSI,85.28,72,ECE,69.05,"BEL, Bangalore",NaN
2012,VLSI,52.16,61.82 (Diploma),ECE,59.52,"Karmic, Belgaum",NaN
2012,VLSI,90.24,81.5,ECE,57.16,NaN,NaN
2012,VLSI,89.92,69.66,EEE,64.35,"Microchip, Bangalore",NaN
2012,VLSI,69.8,79.5,ECE,60.58,"HAL, Hyd",NaN
2012,VLSI,82.4,68.83,IT,8.32,NaN,NaN
2012,VLSI,80.33,73.19,ECE,71.3,"SPEL Semiconductor, Chennai",NaN
2012,VLSI,59.84,66.64 (Diploma),EEE,6.86,"ISEoft, Mangalore",NaN
2012,VLSI,91.52,83,ECE,77.86,"Ericsson (July 15, 2013)",NaN
2012,VLSI,85.12,83,ECE,66,"BEL, Bangalore",NaN
2012,VLSI,92,88.33,ECE,64.55,"NAL, Bangalore",NaN
2012,VLSI,87.3,92.4,ECE,67.48,"SPEL Semiconductor, Chennai",NaN
2012,VLSI,73.44,62.66,ECE,69.22,"Tenet, Bangalore",NaN
2012,VLSI,68.33,61.33,TCE,68.38,"SmartPlay, Bangalore",NaN
2012,VLSI,83.6,92.2,ECE,63.35,"SPEL Semiconductor, Chennai",NaN
2012,VLSI,86.08,67.33,ECE,59.58,"Sicon, Bangalore",NaN
2012,VLSI,72,71.2,ECE,58.31,NaN,NaN
2012,VLSI,82.4,77.8 (Diploma),ECE,67.77,"BEL, Bangalore",NaN
2012,VLSI,64.1,67.1,ECE,60.71,"IIT, Kanpur",NaN
2012,VLSI,88.8,84.33,ECE,69.02,"Synopsys (June 17, 2013)",NaN
2012,VLSI,94.88,80.83,ECE,72.1,"LSI Tech (July 17, 2013)",NaN
2012,VLSI,82.4,79.83,ETC,68.12,"NAL, Bangalore",NaN
2012,VLSI,74,62.6,ECE,57.04,LSI Tech,NaN
2012,VLSI,52,65,ECE,68.5,"MDN, Manipal",NaN
2012,VLSI,74.56,68.33,ECE,70.25,NXP Semiconductors,NaN
2012,VLSI,81,61,ECE,60,NaN,NaN
2012,VLSI,85.28,74.5,EEE,74.97,"Xilinx (June 24, 2013)",NaN
2012,VLSI,62.08,62.4 (Diploma),ECE,62.4,"BEL, Bangalore",NaN
2012,VLSI,71,67,ECE,61.06,NaN,NaN
2012,VLSI,71.16,86.4,EEE,61.34,BCS Inovation Bangalore,NaN
2012,VLSI,69.56,65,ECE,57.57,NaN,NaN
2012,VLSI,72,90,ECE,69.72,NaN,NaN
2012,VLSI,80,87.4,ECE,73.8,"SPEL Semiconductor, Chennai",NaN
2012,VLSI,80,55,ECE,65.35,"ISEoft, Mangalore",NaN
2012,VLSI,90.4,64.6,ECE,70.79,"TATA POWER SED, BANAGLORE",NaN
2012,VLSI,84,58,ECE,67.56,NaN,NaN
2012,VSDV,85,87.36 (DIPLOMA),ECE,8.2,Whizchip,NaN
2012,VSDV,89.12,81.16,ECE,76.85,Whizchip,NaN
2012,VSDV,93.76,89.17,TCE,75.52,Whizchip,NaN
2012,VSDV,88.96,85.33,ECE,74.3,Whizchip,NaN
2012,VSDV,90.83,93.7,ECE,74.8,Whizchip,NaN
2013,DD,72,84,ECE,70.28,NaN,NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,NaN,NaN,NaN,NaN,"ESIGELEC, France",NaN
2013,DD,82.4,69.5,ECE,60.35,NaN,NaN
2013,ES,80,90,ECE,81,"LSI, Bangalore",NaN
2013,ES,90,85,ECE,72,"NXP, Bangalore",NaN
2013,ES,86.4,63.8,EEE,62,"LSI, Bangalore",NaN
2013,ES,NaN,NaN,NaN,NaN,"MDN, Manipal",NaN
2013,ES,77.96,62.26 (Diploma),EEE,7.05,"Tonse, Manipal",NaN
2013,ES,68.16,70.45 (Diploma),ECE,63.4,"BlackBuck, Hyd ",NaN
2013,ES,73.76,81.10 (Diploma),ECE,56.32,"Tonse, Manipal",NaN
2013,ES,83.36,55.66,EEE,63.28,Optimus Logic private limited,NaN
2013,ES,85.44,54,ECE,57,"HoneyWell, MSRIT Research Group",NaN
2013,ES,NaN,NaN,NaN,NaN,"MDN, Manipal",NaN
2013,ES,72.96,54.5,CSE,6.85,"Tonse, Manipal",NaN
2013,ES,83,85,CSE,80,"Ensilica, Bangalore",NaN
2013,ES,69.9,49.11,TCE,57.41,"ACS, Bangalore",NaN
2013,ES,68.16,63.33,CSE,60.11,"Tonse, Manipal",NaN
2013,ES,54.08,67 (Diploma),ECE,60.3,"Tenet, Bangalore",NaN
2013,ES,85.4,92.7,EEE,62.49,"NXP, Bangalore",NaN
2013,ES,88.09,86.75,TCE,66.73,"Tonse, Manipal",NaN
2013,ES,78,76.3,CSE,60,"Philips Innovation, Bangalore Bop, Manipal",NaN
2013,ES,75.36,62.33,ECE,8.16,NaN,NaN
2013,ES,78.5,78.2,BCA,68.7,NaN,NaN
2013,ES,70.88,47.16,BCA,63.56,"Pragati Automation, Bangalore",NaN
2013,ES,67.68,63.33,BCA,66.46,"Adrit Techosolutions, Bangalore",NaN
2013,ES,88,55.66,BCA,71.53,"NXP, Bangalore",NaN
2013,ES,43.68,65.1,BCA,60.54,"BrISEa, Bangalore",NaN
2013,ES,80.67,89.7,ECE,80.46,"Intel, Bangalore",NaN
2013,ES,92.16,88.16,ECE,72.38,"Intel, Bangalore",NaN
2013,ES,73,58.16,CSE,60.14,"eMath Tech, Bangalore",NaN
2013,ES,86.56,73.5,ECE,62.51,"Philips Innovation, Bangalore",NaN
2013,ES,83.83,87.6,ECE,67.55,"TechnoelexISE, Hyd",NaN
2013,ES,92.17,95,EEE,8.82,"Microchip, Bangalore",NaN
2013,ES,90.2,92.2,EEE,80.98,"Ricoh, Bangalore",NaN
2013,ES,88.48,87.33,ECE,79.85,"Broadcom, Bangalore",NaN
2013,ES,37.92,55,CSE,70.57,NaN,NaN
2013,ES,85.92,65.33,CSE,69.448,"Philips Innovation, Bangalore",NaN
2013,ES,94.88,83.83,EEE,71.91,Infineon,NaN
2013,ES,78.6,62.5,EEE,60.01,"PE System Ltd, Bangalore",NaN
2013,ES,76,52,ECE,60.7,"Bosch, Bangalore",NaN
2013,ES,78.15,84,IT,62.91,"Intel, Bangalore",NaN
2013,ES,79.6,72,ECE,56.6,"Microchip, Bangalore",NaN
2013,ES,78.44,80.33,CSE,69.65,"Lantiq, Bangalore",NaN
2013,ES,92.96,90.83,ECE,80.2,"Broadcom, Bangalore",NaN
2013,ES,72.4,62.8,ECE,54.72,"Tata Autocomp, pune",NaN
2013,ES,93.76,91.5,ECE,79.63,Infineon,NaN
2013,ES,83.68,49.33,CSE,58.92,"Tonse, Manipal",NaN
2013,ES,51.6,88.4,ECE,72.89,"Philips Innovation, Bangalore",NaN
2013,ES,61.44,75.33,TCE,73.22,"Philips Innovation, Bangalore",NaN
2013,ES,76,64.5,ECE,69,"ISEoft, Mangalore",NaN
2013,ES,68.25,53,CSE,59,"Brevera, Mangalore",NaN
2013,ES,87.2,87.3,ECE,8.22,"Philips Innovation, Bangalore",NaN
2013,ES,80.32,73,ECE ,73,"ISEoft, Mangalore",NaN
2013,ES,95,85,CSE,7.1,"Philips Innovation, Bangalore",NaN
2013,ES,76.5,74,ECE,69.48,"ACS, Manipal",NaN
2013,ES,55.2,52.16,ECE,61.6,"Three Media Tech, Pune",NaN
2013,ES,90.88,73.83,ECE,71.2,"Adrit Techosolutions, Bangalore",NaN
2013,ES,89.28,68.8,CSE,71.32,"Philips Innovation, Bangalore",NaN
2013,ES,85.92,68.3,ECE,67.9,"ERDE, Bangalore",NaN
2013,ES,73.92,45.83,ISE,55.22,"Odigma, Bangalore",NaN
